93294 196880
27940 52774 41
52802 27940 230
52801 52802 114
52800 52801 11
10698 10721 69
10721 10698 69
27618 27623 16
20844 62739 10
62739 20843 61
20843 20839 32
20839 62740 126
62740 9974 8
9974 62750 12
62750 38070 5
38070 20838 12
20838 38068 4
38068 38066 21
38066 49089 61
49089 20837 65
20837 20836 91
20836 20835 9
20835 62728 11
62728 20834 69
20834 80147 21
80147 20833 81
20833 20825 53
20825 20826 47
20826 91817 10
91817 91816 5
91816 91807 3
91807 29250 4
29250 91818 6
91818 91819 6
91819 20819 10
27621 1222 75
1222 67443 21
67443 76471 55
76471 76467 8
76467 76468 11
76468 76469 10
76469 76470 17
76470 16778 38
28015 10698 45
10698 28015 45
10674 10700 44
10700 10674 44
25806 25804 13
25804 79342 15
79342 79343 15
79343 27618 58
10674 79344 99
79344 25806 5
79344 10674 99
25806 79344 5
20882 43262 5
43262 23082 8
43260 20882 3
20882 43260 3
20885 50569 5
50569 13660 6
50569 20885 5
13660 50569 6
20885 43255 5
43258 20885 6
13161 13193 45
13193 13161 45
46693 46692 23
46692 46691 28
46691 46690 16
46690 46689 29
46689 46688 16
46688 46687 8
46687 46686 11
46686 46685 20
46685 27419 9
46692 46693 23
46691 46692 28
46690 46691 16
46689 46690 29
46688 46689 16
46687 46688 8
46686 46687 11
46685 46686 20
27419 46685 9
27419 25823 33
25823 27419 33
41031 46704 11
46704 46705 26
46705 46706 66
46706 46707 29
46707 46708 78
46708 46709 36
46709 46710 155
46704 41031 11
46705 46704 26
46706 46705 66
46707 46706 29
46708 46707 78
46709 46708 36
46710 46709 155
46703 58717 9
58717 58733 12
58733 58706 3
58706 58703 6
58703 58709 14
58709 46702 10
46702 58710 10
58710 58713 15
58717 46703 9
58733 58717 12
58706 58733 3
58703 58706 6
58709 58703 14
46702 58709 10
58710 46702 10
58713 58710 15
46710 59695 12
59695 46711 12
46711 46712 16
46712 46713 20
46713 59696 34
59696 46714 15
59695 46710 12
46711 59695 12
46712 46711 16
46713 46712 20
59696 46713 34
46714 59696 15
36434 46780 6
46780 46781 10
46781 44521 9
46780 36434 6
46781 46780 10
44521 46781 9
46783 8232 21
8232 8224 55
8224 8220 37
8220 8214 7
8214 59658 7
59658 51217 7
51217 59657 5
59657 8182 14
8182 8103 38
8103 46782 28
8232 46783 21
8224 8232 55
8220 8224 37
8214 8220 7
59658 8214 7
51217 59658 7
59657 51217 5
8182 59657 14
8103 8182 38
46782 8103 28
75952 75951 15
75951 46881 2
75951 75952 15
46881 75951 2
46919 46869 12
46869 46884 4
46884 46921 32
46921 46918 15
46918 46898 16
46898 46919 17
46869 46919 12
46884 46869 4
46921 46884 32
46918 46921 15
46898 46918 16
46919 46898 17
46880 46840 11
46840 46866 14
46840 46880 11
46866 46840 14
46803 46916 22
46916 46897 28
46916 46803 22
46897 46916 28
46843 86621 10
86621 86600 11
86600 86601 14
86601 46800 16
46800 86597 10
86597 86599 15
86599 52796 5
52796 86598 3
86598 52795 4
52795 46920 4
86621 46843 10
86600 86621 11
86601 86600 14
46800 86601 16
86597 46800 10
86599 86597 15
52796 86599 5
86598 52796 3
52795 86598 4
46920 52795 4
46784 46909 19
46909 56052 12
56052 46874 7
46874 46913 12
46913 46789 19
46789 56053 10
56053 46798 18
46798 46813 16
46909 46784 19
56052 46909 12
46874 56052 7
46913 46874 12
46789 46913 19
56053 46789 10
46798 56053 18
46813 46798 16
46815 46827 79
46827 9948 22
9948 46890 7
46890 46906 73
46906 46819 22
46827 46815 79
9948 46827 22
46890 9948 7
46906 46890 73
46819 46906 22
46799 52797 6
52797 86595 3
86595 86596 4
86596 46800 25
46800 52798 17
52798 86559 14
86559 52799 15
52799 46824 7
52797 46799 6
86595 52797 3
86596 86595 4
46800 86596 25
52798 46800 17
86559 52798 14
52799 86559 15
46824 52799 7
46793 46866 34
46866 46791 10
46866 46793 34
46791 46866 10
46796 46905 16
46905 46830 45
46830 46904 62
46904 46860 136
46860 46858 58
46858 40636 62
46905 46796 16
46830 46905 45
46904 46830 62
46860 46904 136
46858 46860 58
40636 46858 62
46914 46891 15
46891 46914 15
46894 28010 23
28010 46894 23
36170 40638 9
40638 10822 3
40638 36170 9
10822 40638 3
46839 46838 12
46838 46839 12
46827 46908 66
46908 46827 66
46789 10235 5
10235 46789 5
34537 82311 4
82311 46885 12
46885 82305 10
82305 82304 7
82304 82310 12
82311 34537 4
46885 82311 12
82305 46885 10
82304 82305 7
82310 82304 12
9790 75953 3
75953 75903 4
75903 46852 14
46852 46816 10
46816 75952 8
75952 75954 50
75954 91206 19
91206 46844 7
75953 9790 3
75903 75953 4
46852 75903 14
46816 46852 10
75952 46816 8
75954 75952 50
91206 75954 19
46844 91206 7
46862 46828 9
46828 46862 9
91178 91177 4
91177 91176 3
91176 91175 2
91175 91174 3
91174 91173 4
91173 91206 33
91206 91172 14
91172 46887 5
46887 91180 6
91180 46883 20
46883 46893 32
91177 91178 4
91176 91177 3
91175 91176 2
91174 91175 3
91173 91174 4
91206 91173 33
91172 91206 14
46887 91172 5
91180 46887 6
46883 91180 20
46893 46883 32
45615 71930 26
71930 27617 168
27617 40635 4
11578 46823 9
46823 46790 30
46823 11578 9
46790 46823 30
25680 46910 6
46910 25680 6
46849 46788 48
46788 46849 48
27972 46812 11
46812 27972 11
46867 46794 80
46794 46867 80
46856 75954 16
75954 75901 30
75901 91178 6
75954 46856 16
75901 75954 30
91178 75901 6
67916 46896 26
46896 67915 26
46896 67916 26
67915 46896 26
46821 46878 28
46878 46833 60
46833 46801 33
46801 46797 5
46878 46821 28
46833 46878 60
46801 46833 33
46797 46801 5
10154 46784 6
46784 46867 11
46867 46888 12
46888 46826 16
46826 46861 45
46861 46814 7
46814 46863 62
46784 10154 6
46867 46784 11
46888 46867 12
46826 46888 16
46861 46826 45
46814 46861 7
46863 46814 62
46787 46842 28
46842 46803 37
46803 46906 10
46906 46811 45
46842 46787 28
46803 46842 37
46906 46803 10
46811 46906 45
46886 46834 14
46834 46847 63
46834 46886 14
46847 46834 63
27974 46868 5
46868 46858 14
46868 27974 5
46858 46868 14
46882 46902 7
46902 75369 19
75369 46901 2
46901 46895 42
46902 46882 7
75369 46902 19
46901 75369 2
46895 46901 42
10965 75368 6
75368 46848 4
46848 46837 15
46837 46873 10
75368 10965 6
46848 75368 4
46837 46848 15
46873 46837 10
46814 10056 21
10056 46871 18
46871 46815 7
46815 56051 18
10056 46814 21
46871 10056 18
46815 46871 7
56051 46815 18
46900 46915 35
46915 46912 35
46912 67913 13
46915 46900 35
46912 46915 35
67913 46912 13
46899 46914 35
46914 46839 20
46839 46862 21
46862 46850 21
46850 46859 13
46914 46899 35
46839 46914 20
46862 46839 21
46850 46862 21
46859 46850 13
46872 10996 11
10996 46872 11
46786 46832 47
46832 46786 47
46852 46875 13
46875 46852 13
67910 46817 26
46817 67912 34
67912 46785 35
46785 46806 34
46806 46846 67
46846 46820 38
46817 67910 26
67912 46817 34
46785 67912 35
46806 46785 34
46846 46806 67
46820 46846 38
46854 46851 70
46851 46831 70
46831 46829 71
46851 46854 70
46831 46851 70
46829 46831 71
67929 46903 26
46903 67932 35
67932 46892 33
46892 46808 35
46808 46810 90
46810 46807 35
46807 67933 34
67933 46864 35
46864 46865 36
46903 67929 26
67932 46903 35
46892 67932 33
46808 46892 35
46810 46808 90
46807 46810 35
67933 46807 34
46864 67933 35
46865 46864 36
46870 46869 64
46869 46870 64
46907 46876 4
46876 46809 6
46809 46857 9
46857 46880 26
46880 46793 32
46793 46911 25
46876 46907 4
46809 46876 6
46857 46809 9
46880 46857 26
46793 46880 32
46911 46793 25
46792 91190 10
91190 46883 8
91190 46792 10
46883 91190 8
46877 46849 47
46849 46786 32
46849 46877 47
46786 46849 32
28378 46927 13
46927 28378 13
28823 35064 15
35064 41182 13
35064 28823 15
41182 35064 13
22615 46929 10
46929 46930 8
46929 22615 10
46930 46929 8
46934 46933 10
46933 46932 11
46932 46931 11
46933 46934 10
46932 46933 11
46931 46932 11
46941 46937 11
46937 62492 10
62492 46940 8
46940 62494 26
62494 46939 7
46939 46938 10
46938 62493 7
62493 46936 5
46936 46941 31
46937 46941 11
62492 46937 10
46940 62492 8
62494 46940 26
46939 62494 7
46938 46939 10
62493 46938 7
46936 62493 5
46941 46936 31
46953 46952 7
46952 46951 10
46951 46931 20
46931 46950 13
46950 46949 8
46949 46948 13
46948 46947 12
46947 46935 8
46935 46946 10
46946 46945 9
46945 46944 36
46944 46943 18
46943 46942 12
46942 46941 5
46952 46953 7
46951 46952 10
46931 46951 20
46950 46931 13
46949 46950 8
46948 46949 13
46947 46948 12
46935 46947 8
46946 46935 10
46945 46946 9
46944 46945 36
46943 46944 18
46942 46943 12
46941 46942 5
47554 5919 30
5919 5952 66
5919 47554 30
5952 5919 66
47014 26657 41
47016 47015 41
47017 47018 41
47555 47019 41
47020 48563 49
48563 47021 5
26653 47633 11
47633 47022 35
47633 26653 11
47022 47633 35
47557 48566 11
48566 48567 14
48567 47556 15
48566 47557 11
48567 48566 14
47556 48567 15
47023 48566 32
48566 47024 53
26655 48567 52
48567 47025 32
47558 48564 5
48564 26658 43
26658 26661 10
26661 47020 4
47020 47026 15
26664 48561 48
48561 47559 5
47560 47024 11
47024 26655 14
26655 47019 15
47019 47017 15
47017 74512 3
74512 47015 10
47015 47014 14
47014 26660 20
47024 47560 11
26655 47024 14
47019 26655 15
47017 47019 15
74512 47017 3
47015 74512 10
47014 47015 14
26660 47014 20
47044 47048 6
47048 47049 39
47048 47044 6
47049 47048 39
6248 90596 6
90596 47046 20
47046 86450 6
90596 6248 6
47046 90596 20
86450 47046 6
44956 90587 5
90587 47055 9
47055 44936 3
90587 44956 5
47055 90587 9
44936 47055 3
44865 47060 10
47060 47059 7
47059 47058 6
47058 47044 4
47044 47057 1
47057 47045 1
47045 44936 16
47060 44865 10
47059 47060 7
47058 47059 6
47044 47058 4
47057 47044 1
47045 47057 1
44936 47045 16
712 713 62
713 714 27
714 17377 10
17377 63594 40
63594 8842 10
713 712 62
714 713 27
17377 714 10
63594 17377 40
8842 63594 10
47074 47081 79
47081 47074 79
17377 17378 63
17378 17377 63
47071 47072 11
47072 92148 34
47072 47071 11
92148 47072 34
18057 18056 76
18056 18055 22
18055 18054 18
18054 18053 6
18056 18057 76
18055 18056 22
18054 18055 18
18053 18054 6
85477 17379 8
17379 17380 70
17379 85477 8
17380 17379 70
8705 17366 13
17366 92146 35
17366 8705 13
92146 17366 35
47082 712 10
712 92153 26
92153 92302 28
92302 92145 2
712 47082 10
92153 712 26
92302 92153 28
92145 92302 2
18691 42021 10
42021 47078 24
47078 47083 80
47083 47081 13
47081 47084 14
47084 47073 77
47073 47074 13
47074 47078 14
42021 18691 10
47078 42021 24
47083 47078 80
47081 47083 13
47084 47081 14
47073 47084 77
47074 47073 13
47078 47074 14
47083 47079 20
47079 47083 20
47075 47077 15
47077 47075 15
47085 47088 65
47088 47086 22
47086 47087 11
47088 47085 65
47086 47088 22
47087 47086 11
47101 47111 44
47111 47113 10
47111 47101 44
47113 47111 10
47141 47138 54
47138 47141 54
47136 47099 30
47099 47136 30
47115 47137 23
47137 47124 30
47137 47115 23
47124 47137 30
8904 17960 32
17960 8904 32
47096 47135 6
47135 47137 19
47137 47130 22
47135 47096 6
47137 47135 19
47130 47137 22
47121 47114 34
47114 47121 34
47108 47098 79
47098 47108 79
47103 47125 54
47125 47103 54
47089 47112 31
47112 47118 49
47112 47089 31
47118 47112 49
47104 47117 30
47117 47104 30
8681 47109 9
47109 47093 24
47109 8681 9
47093 47109 24
47133 47120 30
47120 47133 30
17956 47107 6
47107 47098 5
47098 47128 6
47128 47131 18
47131 47097 6
47107 17956 6
47098 47107 5
47128 47098 6
47131 47128 18
47097 47131 6
47134 47144 28
47144 47099 17
47099 47093 45
47093 47091 25
47144 47134 28
47099 47144 17
47093 47099 45
47091 47093 25
47131 47096 110
47096 47131 110
47129 47100 49
47100 47129 49
47127 47132 47
47132 47127 47
47102 47101 7
47101 47103 22
47103 47138 24
47138 47090 11
47101 47102 7
47103 47101 22
47138 47103 24
47090 47138 11
17956 47139 4
47139 47123 6
47139 17956 4
47123 47139 6
47119 47127 26
47127 47142 10
47142 17954 38
17954 47129 31
47129 47106 8
47106 47094 6
47127 47119 26
47142 47127 10
17954 47142 38
47129 17954 31
47106 47129 8
47094 47106 6
47116 47122 31
47122 47140 4
47140 47105 33
47105 47119 12
47119 47095 35
47122 47116 31
47140 47122 4
47105 47140 33
47119 47105 12
47095 47119 35
47121 47108 1
47108 47118 22
47118 47110 14
47108 47121 1
47118 47108 22
47110 47118 14
47148 23844 60
23844 23843 27
23844 47148 60
23843 23844 27
47143 47153 12
47153 47150 3
47150 47145 20
47153 47143 12
47150 47153 3
47145 47150 20
47146 47145 55
47145 47147 3
47147 47149 27
47149 47148 11
47148 47144 25
47145 47146 55
47147 47145 3
47149 47147 27
47148 47149 11
47144 47148 25
47151 47157 32
47157 47151 32
47155 47153 55
47153 47155 55
47158 47159 24
47159 8652 9
47159 47158 24
8652 47159 9
47156 47182 30
47182 47154 24
47154 47170 9
47170 47158 50
47158 47152 27
47182 47156 30
47154 47182 24
47170 47154 9
47158 47170 50
47152 47158 27
47163 47160 33
47160 47163 33
47185 47209 29
47209 47184 3
47184 47189 37
47189 47214 9
47214 47210 18
47209 47185 29
47184 47209 3
47189 47184 37
47214 47189 9
47210 47214 18
47179 47169 10
47169 47182 26
47169 47179 10
47182 47169 26
47168 47205 19
47205 47201 20
47205 47168 19
47201 47205 20
47174 47175 40
47175 47208 88
47175 47174 40
47208 47175 88
23872 47177 16
47177 47197 25
47177 23872 16
47197 47177 25
47167 47212 24
47212 47191 19
47191 47194 1
47194 47192 2
47192 47203 10
47203 47206 51
47212 47167 24
47191 47212 19
47194 47191 1
47192 47194 2
47203 47192 10
47206 47203 51
8860 47198 5
47198 47211 7
47211 47186 27
47198 8860 5
47211 47198 7
47186 47211 27
47177 47187 6
47187 47202 10
47202 47195 56
47187 47177 6
47202 47187 10
47195 47202 56
47211 47178 5
47178 47189 20
47178 47211 5
47189 47178 20
47186 47164 70
47164 47186 70
8968 47200 9
47200 47180 7
47180 47175 11
47200 8968 9
47180 47200 7
47175 47180 11
47213 47166 25
47166 47213 25
47173 47196 31
47196 47173 31
47176 47190 9
47190 47170 27
47190 47176 9
47170 47190 27
23842 8646 10
8646 23842 10
47204 47165 31
47165 47181 32
47165 47204 31
47181 47165 32
47207 47194 30
47194 47207 30
47183 47159 113
47159 47183 113
47188 47199 11
47199 47184 23
47199 47188 11
47184 47199 23
47165 47173 24
47173 47193 12
47173 47165 24
47193 47173 12
47214 47172 31
47172 47214 31
47211 47199 36
47199 47211 36
22423 37995 35
37995 50402 33
50402 22424 47
22424 50214 6
50214 8464 6
8464 37874 9
37874 37875 55
37875 50219 62
50219 48453 4
48453 66316 77
66316 22427 39
47219 47228 5
47228 47229 7
47229 47231 7
47231 47220 8
47220 47224 8
47224 47226 7
47226 47221 101
47221 47238 8
47238 47236 8
47236 47233 7
47233 47222 5
47222 47225 101
47225 47223 8
47223 47219 8
47228 47219 5
47229 47228 7
47231 47229 7
47220 47231 8
47224 47220 8
47226 47224 7
47221 47226 101
47238 47221 8
47236 47238 8
47233 47236 7
47222 47233 5
47225 47222 101
47223 47225 8
47219 47223 8
47223 48568 5
48568 48569 7
48569 48570 7
48570 47224 7
48568 47223 5
48569 48568 7
48570 48569 7
47224 48570 7
47225 47227 5
47227 47230 7
47230 47232 7
47232 47226 7
47227 47225 5
47230 47227 7
47232 47230 7
47226 47232 7
47227 48568 8
48568 47228 8
48568 47227 8
47228 48568 8
47229 48569 8
48569 47230 8
48569 47229 8
47230 48569 8
47231 48570 8
48570 47232 8
48570 47231 8
47232 48570 8
47222 47240 8
47240 47243 8
47243 47244 8
47240 47222 8
47243 47240 8
47244 47243 8
47233 48572 8
48572 48571 8
48571 47234 8
48572 47233 8
48571 48572 8
47234 48571 8
47236 48573 8
48573 48576 8
48576 47237 8
48573 47236 8
48576 48573 8
47237 48576 8
47238 48574 8
48574 48575 7
48575 47239 9
48574 47238 8
48575 48574 7
47239 48575 9
47240 48572 6
48572 48573 7
48573 48574 7
48574 47241 8
48572 47240 6
48573 48572 7
48574 48573 7
47241 48574 8
47242 48575 8
48575 48576 8
48576 48571 8
48571 47243 6
48575 47242 8
48576 48575 8
48571 48576 8
47243 48571 6
47245 47246 23
47246 47247 6
47247 47248 8
47248 47249 6
47249 47250 8
47250 47251 6
47251 47252 7
47252 47253 6
47253 47254 4
47254 47255 5
47246 47245 23
47247 47246 6
47248 47247 8
47249 47248 6
47250 47249 8
47251 47250 6
47252 47251 7
47253 47252 6
47254 47253 4
47255 47254 5
47255 47256 8
47256 47257 5
47257 47258 4
47258 47259 6
47259 47260 8
47256 47255 8
47257 47256 5
47258 47257 4
47259 47258 6
47260 47259 8
47245 47261 5
47261 47245 5
47343 47267 5
47267 47262 5
47262 47263 8
47263 47264 9
47264 47265 7
47265 47266 10
47266 47329 29
47267 47343 5
47262 47267 5
47263 47262 8
47264 47263 9
47265 47264 7
47266 47265 10
47329 47266 29
47267 47268 14
47268 47269 13
47269 47270 9
47270 47271 6
47271 47272 8
47272 47273 5
47273 47274 6
47274 47275 10
47275 47276 9
47276 47277 9
47277 47353 5
47268 47267 14
47269 47268 13
47270 47269 9
47271 47270 6
47272 47271 8
47273 47272 5
47274 47273 6
47275 47274 10
47276 47275 9
47277 47276 9
47353 47277 5
47352 47278 7
47278 47279 9
47279 47280 7
47280 47281 5
47281 47282 8
47282 47283 6
47283 47264 6
47278 47352 7
47279 47278 9
47280 47279 7
47281 47280 5
47282 47281 8
47283 47282 6
47264 47283 6
47346 47284 13
47284 47285 12
47285 47286 10
47286 47287 7
47287 47288 11
47288 47348 8
47284 47346 13
47285 47284 12
47286 47285 10
47287 47286 7
47288 47287 11
47348 47288 8
47344 47289 2
47289 47290 10
47290 47291 11
47291 47292 11
47292 47293 11
47293 47294 8
47294 47295 5
47295 47296 6
47296 47297 8
47297 47298 6
47298 47299 3
47299 47300 7
47300 47304 2
47304 47301 2
47301 47302 6
47302 47303 5
47303 47345 4
47289 47344 2
47290 47289 10
47291 47290 11
47292 47291 11
47293 47292 11
47294 47293 8
47295 47294 5
47296 47295 6
47297 47296 8
47298 47297 6
47299 47298 3
47300 47299 7
47304 47300 2
47301 47304 2
47302 47301 6
47303 47302 5
47345 47303 4
47304 47305 12
47305 47306 6
47306 47285 6
47305 47304 12
47306 47305 6
47285 47306 6
47298 47307 11
47307 47308 10
47308 47309 6
47309 47310 8
47310 47311 5
47311 47312 6
47312 47313 5
47313 47348 7
47307 47298 11
47308 47307 10
47309 47308 6
47310 47309 8
47311 47310 5
47312 47311 6
47313 47312 5
47348 47313 7
47342 47314 8
47314 47315 11
47315 47316 8
47316 47317 7
47314 47342 8
47315 47314 11
47316 47315 8
47317 47316 7
47267 47318 10
47318 47319 3
47319 47320 9
47320 47321 9
47321 47322 7
47322 47271 7
47318 47267 10
47319 47318 3
47320 47319 9
47321 47320 9
47322 47321 7
47271 47322 7
47323 56712 7
56712 47324 5
47324 47325 9
47325 47326 7
47326 47327 3
47327 47328 10
47328 47354 7
47354 47329 7
47329 47330 9
47330 47331 6
47331 47332 9
47332 47333 4
47333 47334 8
47334 47346 11
56712 47323 7
47324 56712 5
47325 47324 9
47326 47325 7
47327 47326 3
47328 47327 10
47354 47328 7
47329 47354 7
47330 47329 9
47331 47330 6
47332 47331 9
47333 47332 4
47334 47333 8
47346 47334 11
47323 56730 2
56730 47323 2
47352 47351 9
47351 47347 3
47347 47349 3
47349 47350 7
47350 47348 2
47351 47352 9
47347 47351 3
47349 47347 3
47350 47349 7
47348 47350 2
47317 47337 10
47337 47338 7
47338 47339 8
47339 47273 2
47337 47317 10
47338 47337 7
47339 47338 8
47273 47339 2
25388 47341 12
47341 25388 12
47370 47361 18
47361 47367 14
47367 76986 12
76986 47372 27
47372 47356 18
47356 47369 20
47369 47360 18
47360 47368 16
47368 47364 25
47364 47357 28
47357 61814 29
61814 76987 32
76987 76988 13
76988 85741 4
47361 47370 18
47367 47361 14
76986 47367 12
47372 76986 27
47356 47372 18
47369 47356 20
47360 47369 18
47368 47360 16
47364 47368 25
47357 47364 28
61814 47357 29
76987 61814 32
76988 76987 13
85741 76988 4
85740 47355 3
47355 85740 3
47363 47362 5
47362 47363 5
47365 47366 85
47366 85746 23
47366 47365 85
85746 47366 23
44403 47374 86
47374 47373 81
47374 44403 86
47373 47374 81
44403 47377 7
47377 47376 11
47376 47375 39
47377 44403 7
47376 47377 11
47375 47376 39
44403 47381 11
47381 47380 7
47380 47379 80
47379 47378 79
47381 44403 11
47380 47381 7
47379 47380 80
47378 47379 79
15672 52252 57
52252 47382 22
52252 15672 57
47382 52252 22
64590 78819 12
78819 30663 17
30663 78825 12
78825 1872 7
